abstract_index,para_index,text
44,13,"Regime in correctional and educational colonies is set by law and other normative legal acts procedure of sentence execution and serving, which ensures isolation of the condemned, permanent supervision over them; fulfillment of put on them duties; exercise of their rights and legal interests; safety of the condemned and the personnel; separate keeping of different categories of the condemned; different conditions of keeping of the condemned depending on the type of colony; change of terms of holding of the condemned. In order to stop illegal actions and prevent causing by these persons harm to the surroundings and themselves, physical strength, special devices, strait jacket and weapon shall be used in relation to the imprisoned, if they physically resist to the personnel of colony, maliciously do not perform personnel's legal requirements, show disorderly conduct, participate in mass disturbances, capture of hostages or commit other violent actions, as well as in case of escape from guard."
44,14,"The condemned shall have the right to acquire food and first-need things for the money earned in colonies by clearing transaction. Condemned men older than 60 years old, women over 55 years old, disabled of groups I and II, pregnant women who have children in child-care establishments at correctional colonies, minors and the condemned who stay in medical preventive establishments of places of imprisonment shall have the above right also for the money obtained by orders, at the expense of pensions and other incomes. The condemned shall have the right to receive in book-posts, packages, parcels, as well as without limitation to acquire literature through book selling network, writing facilities, subscribe newspapers and magazines for money which they have on their personal accounts."
44,15,"The condemned shall have the right to short meetings - up to four hours long and long meetings - up to three days and nights. Short meetings shall be with relatives or other persons in presence of representative of colony. Long meetings shall be given with the right of joint living and only with close relatives (married couple, parents, children, foster parents, adopted children, own brothers and sisters, grandfather, grandmother, grandchildren). Long meetings may also be provided for the spouse who lived together as one family, but was not married provided that they have common minor children. Services for use of rooms for short and long meetings shall be paid by the condemned, their relatives or other persons from own funds."
44,16,"Condemned to imprisonment shall work in the places and on works which are determined by the administration of colonies. The condemned shall be engaged in socially useful labor taking into account available production capacities, sex, age, ability to work, health condition and specialty. As a rule the condemned shall be engaged in labor on enterprises, in workshops of colonies, as well as on state or private enterprises, if the required conditions of protection and isolation are provided. For the persons who serve sentence in the form of imprisonment working week shall not exceed the norm of working time which is set by the labor legislation. Time of beginning and end of work (shift) shall be determined by the administration of the colony. The condemned shall be freed from work on week-ends, holidays, days-off, which are determined by labor legislation. The time free from basic labor activity and fulfillment of obligatory measures, envisaged by daily schedule for the condemned in colony, shall be their spare time."
44,17,"Colonies shall provide for moral, legal, labor, aesthetic, physical, sanitary hygienic education of the condemned, as well as other types of education that help to establish with the condemned such viewpoint which corresponds to legal norms and requirements of socially useful activity. Freedom to profess any religion or express beliefs related to attitude towards religion shall be limited only in the part that is necessary for ensuring isolation and public security. The limitations are established by this Code."
44,18,"Chapter four of the Code is devoted to execution of sentence in the form of life-long imprisonment. Condemned to life-long imprisonment shall serve sentence in correctional colonies of maximum safety level. The condemned who serve sentence in the form of life-long imprisonment shall be placed in camera-type rooms, as a rule, for two persons and wear clothes of set pattern.  On application of the condemned and in other necessary cases in order to protect the condemned from possible encroachments on his/her life from the part of other condemned, prevent commitment crime by him/her or if there is respective medical conclusion on the basis of resolution of the head of colony s/he may be kept in solitary cell."
44,19,"Chapter five of the Code determines the procedure of discharge from serving sentence and aid to the persons who are freed from serving sentence, control and supervision over them. Grounds for discharge from serving sentence shall be serving the term of sentence appointed by court, the law of Ukraine on amnesty, pardon act, cancellation of court decision and closing of criminal case, end of prescription term for execution of sentence, grant of parole from serving sentence, disease, other grounds stipulated by law. Persons who have served the sentence shall bear responsibilities and enjoy rights which are established for the Ukrainian citizens with limitations envisaged for the persons who have previous convictions. Such limitations shall be stipulated only by law."
44,20,Not later than three months prior to the end of term of sentence the administration of establishment for sentence execution through territorial departments of domestic affairs and employment centers of population shall take measures in order to ensure labor and everyday settlement of the condemned in chosen by him/her place of residence. Courses preparing the condemned to discharge shall be organized in establishments for sentences execution. The persons who are freed from serving sentence shall be ensured free of charge trip to the place of residence or work within Ukraine.
44,21,Administrative supervision shall be set as regards to the persons indicated in Article 3 of the Law of Ukraine “On Administrative Supervision over the Persons who Are Freed from the Places of Imprisonment”. Supervision shall be set on the basis of resolution of judge in the procedure stipulated by Article 5 of the above Law.
44,22,"While serving the unserved part of sentence the condemned who are freed by grant of parole shall be under control of public organizations and labor collectives. With the purpose of strengthening results of correction and re-socialization educational work shall be carried out with such persons. Meeting of labor collective or public organization may apply influence measure in the form of public warning to those who are freed by grant of parole, if they try to avoid public control. In case public order is systematically violated by the person who was sentenced to imprisonment for serious or especially serious crime or was condemned two times to imprisonment for deliberate crimes and was freed by grant of parole, labor collective or public organization may submit petition to the body of domestic affairs in order to establish administrative supervision over such person."
44,23,Control over behavior of the persons who are freed from serving sentence with probation during probationary period shall be conducted by criminal executive inspection in the place of residence of the condemned and as regards to military men  - by commanders of military units. Criminal executive inspection shall:
44,24,- keep personal record of the condemned during probationary period;
44,25,- jointly with bodies of domestic affairs and respective public formations carry out individual preventive work with the condemned and control how they observe public order and execute duties put on them by court;
44,26,"- submit petitions of body of domestic affairs as regards to bringing the condemned, who did not come on call, to criminal executive inspection;"
44,27,- organize initial search of the condemned whose location is unknown and send materials to bodies of domestic affairs for announcement of search of such condemned.
44,28,Probationary period shall be calculated from the moment when court announces sentence.
43,0,"The Law of Ukraine “On Freedom of Movement and Free Choice of Place of Residence in Ukraine” (hereinafter the Law) in compliance with the Constitution of Ukraine regulates relations connected with freedom of movement and free choice of place of residence in Ukraine, which are guaranteed by the Constitution of Ukraine and secured by the Universal Declaration of Human Rights, International Covenant on Civil and Political Rights, Convention for the Protection of Human Rights and Fundamental Freedoms and Protocols Thereto, other international acts. The Law defines the procedure of exercise of freedom of movement and free choice of place of residence and cases of their limitation. This Law shall apply to the citizens of Ukraine, foreigners and stateless persons who stay in Ukraine legally according to their rights and freedoms provided for by the Constitution of Ukraine, laws or international agreements of Ukraine."
43,1,"Freedom of movement and free choice of place of residence on the territory of Ukraine shall be guaranteed to the citizens of Ukraine, foreigners and stateless persons who stay in Ukraine legally, except limitations set by the Law. Registration of place of residence or stay of the person or its absence shall not be either condition or ground for exercising rights and freedoms provided for by the Constitution, laws or international agreements of Ukraine."
43,2,Legal grounds for stay on the territory of Ukraine shall be:
43,3,"for the citizens of Ukraine - Ukrainian citizenship;
for foreigners and stateless persons - registration on the territory of Ukraine of passport document, permanent or temporary residence permit or documents attesting acquisition of refugee status or asylum in Ukraine."
43,4,"The citizen of Ukraine, as well as the foreigner or stateless person who stay in Ukraine legally shall register his/her place of residence during ten days after arrival at the new place of residence. In order to register the person shall submit:"
43,5,"written application;
passport document;
receipt of state duty payment or the document about exemption from it;
two copies of strike off the register form."
43,6,It shall be prohibited to demand other documents in order to register the place of residence. Application of the person about registration of place of residence shall be the only ground for the registration of place of residence of the person.
43,7,"The person shall be struck off the register in the place of residence within seven days on the basis of application of the person, inquiry of registration body in a new place of residence of the person, final judgment of court (about deprivation of ownership right to living premises or the right to use living premise, recognition of a person as missing or deceased) and death certificate."
43,8,"Registration of the place of stay shall be conducted on the basis of application of the person who shall submit it within seven days after arrival at the place of stay. During registration of the place of stay of the person information about him/her shall be given to the registration body in the place of residence of the person. The person shall be struck off the register on the basis of his/her notification. Responsibility for reliability of the above notification shall be imposed on such person. Registration body having obtained notification of the person shall strike off the register his/her place of stay and inform therein the registration body where his/her place of residence is registered. In case if during the registration false information about the person was recorded, the registration body shall introduce necessary changes into the registration record-keeping during seven days. The changes shall be introduced on the basis of presented by the person or his/her legal representative reliable information."
43,9,"Place of residence and stay of the person shall be registered by the respective body of specially authorized central body of executive power on registration issues (hereinafter registration body) in the Autonomous Republic of Crimea, oblasts, cities, districts, districts in cities, as well as in cities Kyiv and Sevastopol."
43,10,"Pursuant to the Law, freedom of movement may be limited:"
43,11,"at the border;
on the territory of military objects;
in the zones which according to the law refer to limited access zones;
on private land plots;
on the territories where martial law and state of emergency are introduced;
as regards to the persons who according to the legislation are under administrative supervision and in other cases stipulated by law."
43,12,Free choice of place of residence shall be limited in administrative territorial units which are located:
43,13,"at the border;
on the territory of military objects;
in the zones which according to the law refer to limited access zones;
on the territories where martial law and state of emergency are introduced;
as regards to the persons who are under 16 years old;
as regards to the persons who according to the legislation are under administrative supervision and in other cases stipulated by law."
88,0,"According to the Law, physical culture is a component part of general culture of society aimed at strengthening of health, development of man's physical, moral and will, as well as intellectual abilities with the purpose of harmonious forming of personality. Sport is an inseparable part of physical culture, a special sphere of reveal and unified comparison of people's achievements in some kinds of physical exercises, technical, intellectual and other training by means of competitive activity. The main tasks of physical culture and sport are constant improvement of health condition, physical and spiritual development of population, economic and cultural progress of society promotion, as well as affirmation of Ukraine's international authority in a world community."
88,1,"Article 4 of the Law grants to the citizens the right to take up physical culture and sport regardless of their origin, social and property status, race and nationality, sex, education, religious beliefs, kind and character of activities, residence and other circumstances."
88,2,Physical culture shall be implemented in the following spheres:
88,3,"production;
education;
social."
88,4,The main directions of physical culture implementation are:
88,5,"physical culture and recreation activities;
physical education;
development of mass physical culture and sports activities."
88,6,"According to Article 16 of the Law, sports competitions are the main form of sports functioning. Sports competitions are organized according to the respective rules with the purpose of reveal and unified comparison of people's achievements in different kinds of sports. The winners of sports competitions are determined officially."
88,7,The Law provides for the creation of conditions for training and exemption from work (studies) for the top sportsmen in the period of training and participation in competitions.
88,8,"Article 21 of the Law determines the procedure of forming, training and competing of Ukrainian national teams."
88,9,The subjects of organization of professional sportsman activity in Ukraine are:
88,10,"bodies of executive power on physical culture and sport;
sports clubs;
professional sports leagues, federations;
national sports federations."
88,11,The Ukrainian sportsman acquires the status of professional sportsman since the moment of official registration of the contract with the respective subject of this activity organization with the purpose of participation in the competitions of professional sportsmen.
88,12,"Labor relations in professional sport are regulated by Article 23
3
of the Law."
88,13,"The Law prohibits taking stimulators, dopes and other forbidden substances while going in for sports."
88,14,"The state program of physical culture and sports development in Ukraine is elaborated by the central body of executive power on physical culture and sports and is approved by the Cabinet of Ministers of Ukraine. This program envisages requirements concerning organization of health keeping and strengthening of different categories of citizens, requirements to the educational programs on physical education, the system of program and evaluation norms and requirements concerning physical development and efficiency of different age groups of the population, the main directions of mass amateur and top sports development, as well as the main principles of organizational, material and technical, staff, informational, normative legal and other provision of physical culture."
88,15,The Law prohibits:
88,16,"building of new and reconstruction of existing pre-school educational, secondary educational, vocational, higher educational establishments without the envisaged by norms physical culture and sports constructions and functioning buildings;
changing profile and liquidation of operating physical culture, recreation and sports construction without equal buildings creation."
88,17,"The Olympic movement in Ukraine is coordinated by the National Olympic Committee of Ukraine. The National Olympic Committee of Ukraine is an independent, non-governmental, public organization."
88,18,Legal status of the National sports federation is determined by Chapter V-A of the Law.
88,19,"The owners of physical education, recreation and sports constructions, special buildings for physical education and sports training, of physical education, recreation and sports equipment or the authorized by them bodies shall ensure their proper condition which is safe for people's life and health, property and environment."
38,0,"The present Law regulates relations connected with forming, saving and efficient, non-exhausting use of ecological network."
38,1,"Pursuant to the Law, ecological network is a unified territorial system created with the purpose of improvement of conditions for forming and renewal of environment, increase of natural resource potential of Ukrainian territory, saving landscape and biological diversity, places of settlement and growth of valuable kinds of flora and fauna, genetic fund, ways of migration of animals through joining territories and objects of nature reserve fund, as well as other territories which are especially valuable for environmental protection and in accordance with laws and international obligations of Ukraine are subject to special protection."
38,2,"Pursuant to the Law, the structural components of ecological network are:"
38,3,"territories and objects of nature reserve fund;
lands of water fund, water and marsh grounds, water protective zones;
lands of forestry fund;
forest shelter belts and other protective plants;
health-improving lands;
recreational lands;
territories which are the places of stay or growth of types of flora and fauna recorded in the Red Book of Ukraine, etc."
38,4,"Inclusion of territories and objects into the list of territories and objects of ecological network does not cause change of ownership form and category of lands of respective land plots and other natural resources, their owner or user."
38,5,"State management in the sphere of forming, saving and use of ecological network is performed by:"
38,6,"the Cabinet of Ministers of Ukraine;
the Council of Ministers of the Autonomous Republic of Crimea;
a specially authorized central body of executive power and its territorial bodies on environmental protection, ecological safety, reserves and hydrometereological activity;
other central bodies of executive power;
local bodies of executive power;
bodies of local self-government."
38,7,"Chapter III of the Law determines the means which ensure forming, saving and efficient use of ecological network."
38,8,"Measures related to forming, saving, and non-exhaustive use of ecological network may be financed from the State Budget of Ukraine, local budgets, funds of enterprises, institutions and organizations, other sources which are not prohibited by law."
38,9,The Law also sets the procedure for planning ecological network.
36,0,"The Law of Ukraine “On International Agreements of Ukraine” (hereinafter refer to as “the Law”) sets the procedure for concluding, implementation and termination of international agreements of Ukraine for the proper ensuring of national interests, fulfillment of goals, tasks and principles of foreign policy of Ukraine set in the Constitution and legislation of Ukraine."
36,1,International agreements of Ukraine shall be concluded by:
36,2,- the President of Ukraine or by his order on behalf of Ukraine;
36,3,- the Cabinet of Ministers of Ukraine or by its order on behalf of the Government of Ukraine;
36,4,"- the ministries and other central bodies of executive power, state bodies on behalf of the ministries, other central bodies of executive power and state bodies ."
36,5,The following international agreements shall be concluded on behalf of Ukraine:
36,6,"- political, peaceful territorial and those related to state borders, delimitation of exclusive (maritime) economic zone and continental shelf of Ukraine;"
36,7,"- related to rights, freedoms and duties of a man and a citizen;"
36,8,"- on Ukraine's participation in inter-state unions and other inter-state associations, systems of collective security;"
36,9,"- on military aid and sending units of the Armed Forces of Ukraine to other states or admission of units of foreign states' armed forces to the territory of Ukraine, conditions of their temporary stay, including terms of call off, financial economic, ecological and other consequences and compensations;"
36,10,- on use of territory and natural resources of Ukraine;
36,11,- those which are granted inter-state character upon consent of parties.
36,12,"On behalf of the Government of Ukraine shall be concluded international agreements of Ukraine on economic, trade, scientific technical, humanitarian and other questions under the jurisdiction of the Cabinet of Ministers of Ukraine. Interdepartmental are international agreements of Ukraine on the questions under the jurisdiction of ministries and other central bodies of executive power."
36,13,Decisions about holding negotiations and signing international agreements of Ukraine shall be adopted:
36,14,- as regards to international agreements concluded on behalf of Ukraine - by the President of Ukraine;
36,15,- as regards to international agreements concluded on behalf of the Government of Ukraine - by the Cabinet of Ministers of Ukraine;
36,16,- as regards to interdepartmental agreements - under the procedure set by the Cabinet of Ministers of Ukraine.
36,17,Authorities to holding negotiations and signing international agreements of Ukraine shall be granted:
36,18,- as regards to international agreements concluded on behalf of Ukraine - by the President of Ukraine;
36,19,- as regards to international agreements concluded on behalf of the Government of Ukraine - by the Cabinet of Ministers of Ukraine;
36,20,- as regards to interdepartmental agreements - under the procedure set by the Cabinet of Ministers of Ukraine.
36,21,"Consent of Ukraine to the binding nature of international agreement may be granted by signing, ratification, approval, adoption of agreement and accession thereto. Consent of Ukraine to the binding nature of international agreement may be granted in other way as agreed by the parties."
36,22,"International agreements of Ukraine shall be ratified by adoption of law on ratification which integral part is the text of international agreement. On the basis of law, signed and officially published by the President of Ukraine, the Speaker of the Verkhovna Rada of Ukraine shall sign the instrument of ratification, which shall be certified by the signature of the Minister of Foreign Affairs of Ukraine, if the agreement provides for exchange of instruments of ratification. The following international agreements of Ukraine shall be subject to ratification:"
36,23,"- political, territorial and those related to state borders delimitation of exclusive (maritime) economic zone and continental shelf of Ukraine, peaceful;"
36,24,"- related to rights, freedoms and duties of a man and a citizen;"
36,25,"- general economic, regarding general financial questions, grant by Ukraine of loans and economic aid to foreign states and international organizations, as well as on receipt by Ukraine of loans, which are not stipulated by the State Budget of Ukraine, from foreign states and international organizations;"
36,26,"- on Ukraine's participation in inter-state unions and other inter-state associations, systems of collective security;"
36,27,"- on military aid and sending units of the Armed Forces of Ukraine to other states or admission of units of foreign states' armed forces to the territory of Ukraine, conditions of their temporary stay in Ukraine;"
36,28,"- related to transfer of historical and cultural values of Ukrainian people, as well as objects of Ukraine's state property right;"
36,29,"- those which implementation causes change of the laws of Ukraine or adoption of new laws of Ukraine, other international agreements which ratification is stipulated by international agreement or the law of Ukraine."
36,30,"During signing, ratification, approval, adoption or accession to the international agreement statements and forewarnings to its provisions may be made in compliance with norms of international law."
36,31,"Subject to approval shall be international agreements of Ukraine which shall not be ratified, if such agreements provide for requirement regarding their approval or set the rules other than those contained in the decrees of the President of Ukraine or the Cabinet of Ministers of Ukraine."
36,32,Decisions about Ukraine's accession to international agreements or their adoption shall be made:
36,33,- as regards to agreements which shall be ratified - in the form of the Law of Ukraine on accession to the international agreement or the Law of Ukraine on adoption of the international agreement. An integral part of such agreements is their text;
36,34,- as regards to international agreements which are concluded on behalf of Ukraine and shall not be ratified - in the form of decree of the President of Ukraine;
36,35,- as regards to international agreements which are concluded on behalf of the Government Ukraine and shall not be ratified - in the form of resolution of the Cabinet of Ministers of Ukraine.
36,36,International agreements shall become valid for Ukraine after it gives consent to the binding nature of international agreement in compliance with this law under the procedure and in terms envisaged by agreement or in other way agreed by the parties.
36,37,"Current international agreements of Ukraine shall be thoroughly observed by Ukraine according to the norms of international law. Pursuant to the principle of thorough observation of international agreements, Ukraine calls upon other parties to international agreements of Ukraine to fulfill their liabilities under these agreements."
36,38,"Ministries and other central bodies of executive power, the Council of Ministers of Autonomous Republic of Crimea, other bodies of central power, which manage issues regulated by international agreements of Ukraine, shall ensure adherence to and fulfillment of liabilities under the international agreements of Ukraine, supervise over exercise of rights following from such agreements for Ukraine and fulfillment by other parties of their liabilities under the international agreements of Ukraine"
36,39,"The Ministry of Foreign Affairs of Ukraine shall conduct general supervision over implementation of international agreements of Ukraine, including by other parties. Upon request of bodies which apply international agreements of Ukraine the Ministry of Foreign Affairs of Ukraine shall provide information regarding the questions arising due to implementation of international agreements of Ukraine."
36,40,"Current international agreements of Ukraine, the binding nature of which has been ratified by the Verkhovna Rada of Ukraine, are a part of domestic legislation and shall be applied under the procedure provided for the norms of domestic legislation. If the international agreement of Ukraine, which has come into force under the set procedure, sets the rules other than those envisaged in the respective act of Ukrainian legislation, the rules of international agreement shall apply."
36,41,Current international agreements of Ukraine shall be registered in the Secretariat of United Nations Organization upon submission of the Ministry of Foreign Affairs of Ukraine in compliance with the Statute of United Nations Organization. Current international agreements of Ukraine shall be registered in the Ministry of Foreign Affairs of Ukraine. Current international agreements of Ukraine shall be included into the Unified State Register of Normative Acts under the set procedure.
36,42,Suspension and termination of international agreement of Ukraine shall be conducted:
36,43,- as regards to the agreement approved as binding by the Verkhovna Rada of Ukraine - in the form of the law of Ukraine;
36,44,- as regards to international agreements which were concluded on behalf of Ukraine and did not require consent to their binding nature by the Verkhovna Rada of Ukraine and international agreements which were concluded on behalf of the Government of Ukraine and approved by the President of Ukraine - in the dorm of decree of the President of Ukraine;
36,45,"- as regards to international agreements which were concluded on behalf of the Government Ukraine and did not require consent to their binding nature by the Verkhovna Rada of Ukraine or approval by the President of Ukraine, as well as regarding interdepartmental agreements approved by the Cabinet of Ministers of Ukraine - in the form of resolution of the Cabinet of Ministers of Ukraine."
36,46,"Termination of the international agreement of Ukraine exempts Ukraine form any liability regarding implementation of agreement and does not influence the rights, liabilities or legal state of Ukraine, which arose due to implementation of the agreement until its termination. Suspension of the international agreement of Ukraine, provided the agreement does not envisage otherwise or at absence of other agreement with its other parties, exempts Ukraine from the liability to implement it during the suspension period as regards to those its parties which suspended validity of the agreement, and shall not influence as regards to the other on set by the agreement legal relations of Ukraine with other parties. In the period of suspension of international agreement Ukraine shall refrain from the actions which could obstruct renewal of the agreement."
31,0,"The present Law regulates legal relations in the area of viticulture and viniculture in Ukraine that deal with maintaining vineyards, growing grapes, and making wine and other products of viniculture."
31,1,"The present law shall apply to legal entities and private individuals whose business activity includes production, sale, export, and import of commodities in the area of viticulture and viniculture. The present law shall not apply to producers of domestic grapes and domestic wine that are designed for personal consumption."
31,2,Grape plantations of industrial varieties and table varieties at farms of all types of ownership shall be subject to registration with a specially authorized central body of executive power in the area of agriculture.
31,3,It shall not be allowed to plant varieties of grapes that were obtained by way of interspecific hybridization (hybrids – direct producers). Un-zoned varieties and the above-mentioned hybrids that are available in plantations shall be subject to replacement within fifteen years.
31,4,Write-off of vineyards of all types of ownership that were planted at the expense of government funds shall be organized and carried out by a specially authorized central body of executive power in the area of agriculture with mandatory recovery of areas under grape plantations.
31,5,The state inventory of vineyards shall be taken at least once in ten years.
31,6,"For the purpose of producing wines, vermouths, cognacs, and brandy, producers shall use industrial varieties of grapes that meet requirements of the state standards and technical conditions. It shall not be allowed to mix European varieties of grapes with varieties of the sort Labruska and interspecific hybrids. Table varieties of grapes can be used for producing ordinary wines. For the purpose of producing wines, vermouths, cognacs, and brandy, producers shall use industrial varieties of grapes, if they meet requirements established for grapes of industrial varieties regarding their sugar content and regarding other quality indicators."
31,7,"For the purpose of producing wines, it shall be allowed to process grapes withered on vine plants to bring the sugar content in the must to no more than 40 grams/100 cubic centimeters."
31,8,It shall be prohibited to use dried grapes (raisins) for the production of wines. Instances of violations of this requirement shall be viewed as counterfeited wine.
31,9,"The products of viniculture shall be manufactured by subjects of entrepreneurial activity regardless of their types of ownership, provided they have a license. Every year, after the end of the vinicultural season, but not later than 1 December, enterprises engaged in grape processing shall provide a specially authorized central body of executive power in the area of statistics with information following the established format regarding the volumes of grape processing, manufacturing of wine materials in group assortment, use and residues of alcohol. Champagne wines, sparkling wines and carbonated wines can be produced in any region of Ukraine at the place where the relevant wine-making enterprise is located."
31,10,"To produce wines and cognacs, producers shall use materials and substances that are allowed for such use by the Chief State Sanitary Inspector of Ukraine. It shall be prohibited to use imported wine materials that do not meet requirements of regulatory documents of Ukraine in the domestic wine-making industry. Wines produced from imported wine materials and according to foreign technological documentation shall be released under their generic names with the indication of the country of origin of wine and the place of bottling. It shall be prohibited to pass Ukrainian wines, cognacs and mixtures (blendings) involving foreign wines (wine materials, cognacs, cognac alcohols) off as foreign wines and cognacs."
31,11,"Table wines shall be produced as natural wines or blended wines. It shall not be allowed to produce table wines with alcohol content below 9 percents of volume, graded wines with alcohol content below 9.5 percents of volume and vintage wines with alcohol content below 10 percents of volume. A specially authorized central body of executive power in the area of agriculture shall have the right to issue permits for the production of dry wine materials whose strength shall not exceed 9.5 percents of volume by way of sweetening the must with grape concentrate or sugar no more than by 2 grams/100 cubic centimeters. It shall not be allowed to add ethyl alcohol or fortified wine materials, or must to table wines."
31,12,"Depending on their sugar and alcohol content, fortified wines shall be divided into:"
31,13,- strong wines that shall be produced from partly fermented must where the content of alcohol resulting from natural fermentation shall amount at least to 4.2 percent of volume;
31,14,- sweet (dessert) wines that shall be produced from partly fermented must where the content of alcohol resulting from natural fermentation shall amount at least to 1.2 percent of volume;
31,15,- dessert liqueur wines that shall be produced from partly fermented must where the content of alcohol resulting from natural fermentation shall amount at least to 1.2 percent of volume.
31,16,"Alcohol content shall not exceed 20 percent of volume in ready-made strong grape wines, and 17 percent of volume in sweet (dessert) wines and dessert liqueur wines. It shall be prohibited to add sugar at all stages of manufacturing fortified wines. It shall be prohibited to add crude alcohol, industrial alcohol, fruit alcohol, or alcohols of unknown origin in the process of fortifying wine materials and wines."
31,17,Wines of controlled names by origin shall be approved by a specially authorized central body of executive power in the area of agriculture upon an application of wine-making enterprises.
31,18,"Collection wines shall be sold in the same bottles in which they have been aging, without opening, uncorking or removing the created sediment. For research-and-production, as well as for commercial purposes, specific scientific institutions and wine-making enterprises shall create collection fund of wine samples (enotekas), standard samples that shall be national achievements of Ukraine."
31,19,"It shall not be allowed to produce champagne wines with alcohol content below 10.5 percent of volume, sparkling wines with alcohol content below 10.0 percent of volume and carbonated wines with alcohol content below 9.5 percent of volume. The pressure of carbon dioxide in bottles with ready-made products shall amount at least to 350 kilopascals for sparkling wines and 200 kilopascals for carbonated wines at 20°C. It shall be allowed to produce specific sorts of wines weakly saturated with carbon dioxide with pressure in bottles exceeding 150 kilopascals at 20°C. Sparkling wines that have been subjected to technological ageing in bottles for at least nine months shall belong to the category of aged wines."
31,20,Ukrainian cognacs shall mean strong alcoholic beverages with a typical race and taste produced by way of blending cognac alcohols obtained with the help of distillation of cognac wine materials in special copper devices involving rectification that have been aging at least for three years in oaken containers or in non-corrosive or enameled containers with oaken staves. Ukrainian cognacs can be manufactured under their own specific names.
31,21,"For alcoholic beverages that do not meet requirements established by the present Law for terms “cognac of Ukraine” and “champagne of Ukraine”, it shall be prohibited to use words “cognac” or “champagne”, words with the same root, related words, and accordant words in joint names and specific names of such products."
31,22,The body responsible for overseeing the adherence to requirements of the Ukrainian legislation in the area of viniculture and viticulture shall be the State Viniculture and Viticulture Inspection that shall function under a specially authorized central body of executive power in the area of food and processing industries.
31,23,"Entities violating requirements of the Ukrainian legislation in the area of viniculture and viticulture shall bear disciplinary, administrative, criminal, and civil responsibility. Financial penalties can be applied to subjects of entrepreneurial activity that are legal entities."
31,24,"Counterfeit of wines, vermouths, cognacs, and brandies shall be the reason for canceling the license for manufacturing and selling these products. Profits obtained from selling counterfeited wines, vermouths, cognacs, and brandies shall be withdrawn and transferred to the State Budget according to a judicial produce by bodies of the State Tax Service upon an application of the State Viniculture and Viticulture Inspection."
91,0,"Legal protection is provided to a trademark, which does not contradict with public order, principles of humanity and morale and to which grounds for refusing provision of legal protection established by the present Law do not apply."
91,1,"Object of trademark may be any sign or any combination of signs. Such signs can be, particularly, words, including proper names, letters, figures, visual elements, colors and combination of colors, as well as any combination of these signs."
91,2,Ownership right to a trademark shall be verified by a certificate. The validity term for the certificate totals ten years from the date of submitting the application and shall be extended upon the application of the certificate holder each time for another ten years.
91,3,"Foreign persons and persons without citizenship have the rights equal to Ukrainian citizens, envisaged by this Law, international agreements of Ukraine, or on grounds of reciprocity principle."
91,4,"Foreign and other persons, residing or having permanent location outside Ukraine shall use their rights by means of representatives for intellectual property issues (patent agents)."
91,5,"Certificate provides its holder with the exclusive right to use and manage the trademark at his own discretion. The rights, arising from the certificate become valid from the date when the application is submitted. The term of validity of the certificate shall be terminated on the following day of the next period of validity, in case of failure to pay a corresponding fee."
91,6,"The Law contains the list of cases, when the certificate can be totally or partially invalidated."
65,0,"This Law determines legal grounds of protection of rights to indication of product origin in Ukraine, and regulates relationships, occurring due to their acquisition, use and protection. The Law determines that the term “indication of product origin” includes the terms “simple indication of product origin” and “qualified indication of product origin”."
65,1,"Simple indication of product origin is any written or image (graphic) marking directly or indirectly indicating a geographical place of product origin. At the same time qualified indication of product origin is either the name of the place of product origin, or the geographical indication of product origin. This Law provides legal protection to qualified indication of product origin."
65,2,"The name of the place of product origin (NPO) is the name of a geographical place, used as indication in the name of the product, originating from the indicated geographical place and has special peculiarities exclusively or mainly specified by natural conditions characteristic of this geographical place or a combination of these natural conditions with a human factor characteristic of this geographical place."
65,3,"name of place of product origin (NPO)
geographical indication of product origin (GIO)"
65,4,"Geographical indication of product origin (GIO) is the name of a geographical place, used as indication in the name of the product, originating from this geographical place and has certain features, reputation or other characteristics specified mainly by natural conditions or a human factor characteristic of the given geographical place, or a combination of these natural conditions and a human factor."
65,5,"The Law also envisages that the product may have a type name, i.e. a name of a geographical place, used in the name of the product, where the product of this type has been produced before, and which on a later stage became commonly used in Ukraine as indication (name) of a certain type of product with no relation to a specific place of its origin."
65,6,"The Law envisages that implementation of the state policy in the area of protection of rights to indication of product origin is carried out by the Institution - the central body of executive power for issues of legal protection of intellectual property. Article 3 of the Law determines authorities of the Institution in the area of protection of rights to indication of product origin. Article 5 stipulates the norm, by which foreigners and individuals without citizenship exercise their rights with relation to the Institution, through intellectual property representatives (patent agents)."
65,7,Article 6 of the Law determines that legal protection of simple indication of product origin is provided on the basis of its utilization. That is legal protection of simple indication of product origin is about non-admission of the use of indications that are untruthful (counterfeit) or mislead consumers as to the actual geographical place of product origin. Simple indication of product origin is not subject to registration.
65,8,"Article 7 of the Law determines that legal protection is provided to qualified indication of product origin, specifying the geographical place - the product origin - and in relation to which grounds for denial to provide legal protection are not applicable. This very article specifies terms of providing legal protection to names of places of product origin (NPO) and geographical indication of product origin (GIO). Thus, the name of the place of product origin shall be under legal protection on the following conditions:"
